"repo","time_since_last_push","stars_count","forks_count"
"mgcooper/icemelt",85615734,0,0
"mgiardinelli/nifi-pnnl-bundles",237952435,0,0
"mgrover1/argonne-weather",3881525,0,0
"mhearne-usgs/bayescat",258801142,4,1
"mhilgart/streamwriter",150239434,3,0
"mholt/papaparse",3052101,11458,1138
"michael-barrow-llnl/pylibROM",425424,0,0
"michaeljwilson/desi-highschool",356910,44,61
"michaeljwilson/desihigh",356910,44,61
"michaelplews/molecular-foundry-tex",156115164,1,0
"microsoft/cntk",10231646,17397,4380
"microsoft/deepspeed",73599,26702,3205
"microsoft/deepspeedexamples",73277,4474,738
"microsoft/sbom-tool",153856,1145,84
"microsoft/usbuildingfootprints",2157101,1976,253
"microsoft/vcpkg",79461,19091,5488
"microsoft/wsl",98320,15413,802
"MidrarAdham/pnnl_tests",39976231,0,0
"mierl/WaggleDB",280293193,3,0
"mihirkatare/ML-HOM-analysis",18252877,0,0
"MikeYatsenko/Energy-Data-Platform",4945575,0,0
"MikSmir/BNL_EMCCD_ChargeDistributionModel",11710909,0,0
"milankl/zfpcompression.jl",713486,13,2
"milescranmer/pysr",77806,1303,135
"milescranmer/symbolic_deep_learning",39062724,633,123
"milevy1/alt-fuel-finder",130968049,0,0
"millerta/lagrit",217387017,3,3
"minitu/dumpi-cortex",119327841,0,0
"MirTunio/LBNL_20171110",176060144,0,0
"mishapadidar/argonne-mug",93207713,0,0
"mishudark/s3-parallel-put",87553933,307,101
"mitodl/PASSSL",285541339,0,1
"mizutanilab/RecView",590575,10,3
"mjasonbush/Jellyfish",156120243,0,0
"mjkramer/pLAPPD",217184428,0,0
"mkn-nix/llnl.caliper",71392936,0,0
"mkn-nix/llnl.raja",57649361,0,0
"mkn-nix/llnl.samrai",57650949,0,0
"mkn-nix/llnl.umpire",57649064,0,0
"mkshriva/PNNLteaching",242171547,0,0
"mlawsonca/empress",42311856,5,2
"mliza/postProcessingLLNL",3632198,0,0
"mlomnitz/auau200GeVRun14Ana",216856809,0,0
"mm-powell/LLNL-NLP-reading-cohort",59743586,0,0
"mmahbub/cpgqa",21348294,1,0
"mmore500/doe-csgf-2018",172526197,0,0
"mochi-hpc/flamestore",54776133,1,1
"mochi-hpc/mobject",6041395,0,2
"mochi-hpc/mochi-abt-io",1221247,0,0
"mochi-hpc/mochi-bedrock",352238,0,0
"mochi-hpc/mochi-json-vis",32730911,0,0
"mochi-hpc/mochi-margo",376377,21,7
"mochi-hpc/mochi-poesie",1392199,0,0
"mochi-hpc/mochi-quintain",23837414,0,0
"mochi-hpc/mochi-sdskv",52883825,0,2
"mochi-hpc/mochi-spack-packages",359517,4,5
"mochi-hpc/mochi-yokan",1443373,0,1
"mochi-hpc-experiments/mochi-boot-camp",74037965,1,0
"mochi-hpc-experiments/platform-configurations",7847067,4,3
"mohamedehab00/Fuel-Economy-Datasets-Analysis",65834513,1,0
"monkeystate/openpbs",71966287,1,0
"mooresethmoore/AIhackMD",45493098,0,0
"morelandjs/BNL17",129603109,0,0
"MorisRand/IBDSel-Docker",20633972,0,0
"MoTrPAC/motrpac-proteomics-pnnl-prototype",8644451,1,2
"mp49/lakeshore",80444418,2,2
"mp49/mettlertoledo",151459509,0,1
"mpas-dev/mpas-analysis",287260,47,48
"mpas-dev/mpas-documents",162346747,2,1
"mpas-dev/mpas-model",162837,205,268
"mpedrozoduran/htcondormpi",108407277,0,0
"mpi4jax/mpi4jax",1147480,290,19
"mpiwg-tools/tools-issues",231701517,11,2
"mpmccode/mpmc",6046296,39,12
"mpmdean/pymcaspec",61003441,1,2
"MrDavidYu/Cars_Overhead_With_Conext_Utils",154648743,2,2
"mrever/casis-opencv-course",212757034,54,24
"mrnorman/miniweather",9424427,112,51
"mrnorman/yakl",855519,42,12
"mrzv/reeber",34719348,6,5
"mrzv/saturn",149367,2,0
"mshakya/piret",17194408,1,4
"mtb-archaeology/lbnl.xrf.data",38459218,1,0
"mtdearing/BIS-intro-to-AI",113403608,0,0
"Mu2e/artdaq_core_mu2e",705637,1,1
"Mu2e/artdaq_mu2e",680999,0,0
"Mu2e/Bootstrap",2772129,0,2
"Mu2e/CaloCalibration",2688205,0,1
"Mu2e/CI",4570858,2,7
"Mu2e/codetools",781142,0,5
"Mu2e/CRVHardwareDB",1213885,0,1
"Mu2e/CRVStandalone",14584842,1,1
"Mu2e/CRVteststand",1205493,0,6
"Mu2e/CRV_FEB",9327150,0,0
"Mu2e/DCS",40422663,0,1
"Mu2e/dhtools",3035067,0,1
"Mu2e/DQM",327702,0,2
"Mu2e/epics-base",92522137,0,0
"Mu2e/FEB_ArtyS7-50",2776168,0,0
"Mu2e/FEB_ArtyS7-50_v23.1",3093912,0,0
"Mu2e/FMS_helicalc",8905613,0,1
"Mu2e/G4BeamlineScripts",75075617,0,3
"Mu2e/KinKal_to_UPS",43201477,0,2
"Mu2e/mdh",1483660,0,1
"Mu2e/mu2ebintools",13909559,0,0
"Mu2e/mu2efilename",13910261,0,0
"Mu2e/mu2efiletools",13910133,0,0
"Mu2e/mu2egrid",11885869,0,0
"Mu2e/mu2etools",4391642,0,0
"Mu2e/mu2e_pcie_utils",856317,0,1
"Mu2e/Muse",326546,0,5
"Mu2e/MuseConfig",683446,0,5
"Mu2e/Offline",172059,8,65
"Mu2e/OfflineConfig",8523747,0,1
"Mu2e/OfflineOps",573207,0,1
"Mu2e/otsdaq_mu2e",610841,1,3
"Mu2e/otsdaq_mu2e_calorimeter",672112,0,0
"Mu2e/otsdaq_mu2e_crv",672110,0,0
"Mu2e/otsdaq_mu2e_dqm",615843,0,3
"Mu2e/otsdaq_mu2e_dqm_calorimeter",6624719,0,0
"Mu2e/otsdaq_mu2e_dqm_tracker",6624709,0,1
"Mu2e/otsdaq_mu2e_dqm_trigger",26097360,0,0
"Mu2e/otsdaq_mu2e_extmon",672108,0,0
"Mu2e/otsdaq_mu2e_stm",672106,0,0
"Mu2e/otsdaq_mu2e_tracker",672103,0,1
"Mu2e/otsdaq_mu2e_trigger",672101,0,1
"Mu2e/Production",174750,0,23
"Mu2e/RDM",37839425,0,1
"Mu2e/REve",2048990,0,6
"Mu2e/RTF",22538671,0,0
"Mu2e/Sandbox",21869847,0,1
"Mu2e/SLF7-CI-template",87864248,0,0
"Mu2e/STMAnalysis",12098227,0,2
"Mu2e/STMDAQ",62388860,1,2
"Mu2e/Stntuple",617624,0,7
"Mu2e/Test",58995427,0,1
"Mu2e/TrackerAlignment",9941552,2,3
"Mu2e/TrackerCalibration",33441520,0,1
"Mu2e/TrackerHardwareDB",943171,0,3
"Mu2e/TrackerMCTune",50982980,0,2
"Mu2e/TrkAna",2433962,0,13
"Mu2e/Tutorial",59007110,0,2
"mueninghoffa/coincidence_LMFIT",26073582,0,0
"mummi-framework/mummi-core",27992322,4,1
"mummi-framework/mummi-ras",27999051,4,2
"munskygroup/thompson_etal_plos_one_2019",70011,3,0
"Murtz5253/Detection-of-Robust-Tropical-Cyclones",154824542,0,0
"musa211/ElectricApp",36452325,4,0
"MustafaMustafa/auau200GeVRun14Ana",186541629,0,0
"mvessella/LBNL-bootcamp-planets",122510442,0,0
"mwilliams92/mo96pp_scripts",5184397,0,0
"mwvaughn/kidl-compiler",318313661,0,0
"myguixx/LaGriT",18501458,0,0
"mzelinka/aprp",7861379,5,7
"mzelinka/assessed-cloud-fbks",39568527,3,6
"mzelinka/cloud-radiative-kernels",56847673,13,12
"mzelinka/cmip56_forcing_feedback_ecs",33431509,25,4
"mzelinka/greens-function",56847391,4,1
"mzelinka/klein2013-cloud-error-metrics",56847249,2,2
"nablec/PNNL_Assignment",113428123,0,0
"NagaSolo/06_forked_hpc-tools-genders",99630417,0,0
"NaluCFD/Nalu",158143,128,64
"NANIMproj/NANIM_PNNL",336229185,1,2
"narmour/KittenOS_FIRESTARTER",177801123,0,0
"NatalieHeller/2019_04_23_PNNL",132694765,0,0
"nathanwbrei/phasm",138262,1,2
"NAThompson/performance_tuning_tutorial",67310282,17,6
"navi1910/Berkeley-HVAC-RTU-Prediction-Project",20048318,0,0
"NCAR/CICE",160276087,0,0
"ncar/fpzip_plugin",182891282,0,0
"nco/nco",1193239,153,49
"ncsa/scheduler",103081994,9,3
"NDoherty/LBNLModel",276575892,0,0
"ndryden/PGDB",242212481,31,6
"ne3x7/genlearn",99030258,0,0
"nechavarria5399/completedprojects",77675535,0,0
"neeraj9/gocvr",357821775,1,0
"nek5000/gslib",20750699,23,23
"Nek5000/Nek5000",81238,319,215
"nek5000/nekbench",80014457,4,7
"nek5000/nekbone",167179150,10,11
"nek5000/nekrs",876034,197,49
"NekBox/NekBox",212280996,2,3
"NekBox/nekpy",211731794,1,5
"NekCEM/NekCEM",63038975,20,18
"NERSC/2016-11-14-sc16-Container-Tutorial",197228900,10,4
"NERSC/additional-resources-menu",593984,0,0
"NERSC/avs_image_mgr",265666620,0,0
"NERSC/base-images",209754153,4,4
"NERSC/BB-unit-tests",219283666,2,2
"NERSC/BGW-Kernels",153374300,0,0
"NERSC/c2d",131582791,6,1
"NERSC/CDash",92278929,0,0
"NERSC/chos",266688601,3,2
"NERSC/climate-caffe",197220717,0,0
"NERSC/climatecontours_gold",12535385,1,1
"NERSC/clonenotebooks",90205869,4,1
"NERSC/cmake-helpers",95195582,3,0
"NERSC/CompactCori",192490985,5,1
"NERSC/cori-tf-distributed-examples",189363747,9,3
"NERSC/CosmoFlow",154397192,18,6
"NERSC/cosmoflow-sims",135123896,0,2
"NERSC/crash-course-supercomputing",1187861,5,6
"NERSC/cray-bdc-deeplearning",149276757,1,0
"NERSC/cug19-da-tutorial",131595903,2,2
"NERSC/cug2017-extending-cle6",193231817,0,0
"NERSC/customs",69012060,3,1
"NERSC/dask-labextension",90091084,1,0
"NERSC/data-day-2018-DL-Scaling",152451976,0,0
"NERSC/data-day-2022",12464257,4,3
"NERSC/data-day-examples",175038105,1,4
"NERSC/data-seminars",12498257,21,6
"NERSC/dayabay-data-conversion",224022460,1,2
"NERSC/dayabay-learn",214345162,1,3
"NERSC/dl-io-benchmarks",71516635,0,0
"NERSC/DL-Parallel-IO",153424693,5,0
"NERSC/dl4sci-scaling-tutorial",125190671,10,3
"NERSC/dl4sci-tf-tutorials",125449509,40,10
"NERSC/dxchange",188350914,0,0
"NERSC/easybuild-deployment",3716629,0,0
"NERSC/ecp-container-tutorial",12542239,4,1
"NERSC/ecp19-dl-tutorial",141073983,1,1
"NERSC/example-jupyter-notebooks",151879061,1,1
"NERSC/FLAC-HDF5-plugin",8110316,1,0
"NERSC/giveandtake",43701621,1,4
"NERSC/globus-connect-server-deploy",50266541,0,0
"NERSC/globus-jupyter-notebooks",215042533,0,0
"NERSC/gpu-for-science-day-july-2019",126129294,6,5
"NERSC/gsiauthenticator",173146847,6,0
"NERSC/hackathon-2016-02",231627858,0,0
"NERSC/Hadoop-on-Demand",277082374,2,1
"NERSC/hep_cnn_benchmark",149546307,5,5
"NERSC/heterogeneous-IO",175109164,4,0
"NERSC/hpc",144877419,0,0
"NERSC/hypy",220294255,0,0
"NERSC/in-memory_object_store",146167240,1,0
"NERSC/inference_benchmarks",144108021,1,0
"NERSC/instrumentation-benchmark",112539855,4,1
"NERSC/intro-NERSC-resources",2489877,0,2
"NERSC/io",155474303,0,1
"NERSC/ior-bench-cori",175109447,0,0
"NERSC/iotickets",133225841,0,0
"NERSC/ipyexperimenter",106437472,0,0
"NERSC/ipypathchooser",15854609,1,0
"NERSC/ipysliceviewer",99513124,0,0
"NERSC/isc19-dl-tutorial",128064111,6,4
"NERSC/itt-python",29639285,18,10
"NERSC/jupyter-kernel-cloner",38014262,0,0
"NERSC/Jupyter-Superfacility",130805907,0,0
"NERSC/jupyterhub-deploy",69039629,13,4
"NERSC/jupyterhub-entrypoint",38890841,3,2
"NERSC/jupyterhub-entrypoint-dev",61333086,0,0
"NERSC/jupyterlab-cpustatus",15882177,4,1
"NERSC/jupyterlab-favorites",15816033,14,8
"NERSC/jupyterlab-recents",15816041,15,7
"NERSC/jupyterlab-slurm",10608916,79,17
"NERSC/jupyterlab_resuse",105493185,1,0
"NERSC/kokkos",70122301,1,0
"NERSC/kokkos-core-wiki",12496482,0,1
"NERSC/lc2-hdf5-110",191792296,0,0
"NERSC/LibWrap",85024128,1,0
"NERSC/LLVM-openmp",76996572,0,0
"NERSC/llvm-project",107008086,0,0
"NERSC/LogSet",104005565,0,2
"NERSC/lustre-design-analysis",119898155,3,0
"NERSC/Migrate-to-Perlmutter",10272435,1,1
"NERSC/MiniDFT",173732835,6,2
"NERSC/minimond",282080081,0,1
"NERSC/mkdocs-material",175457710,0,1
"NERSC/ml-pm-training-2022",41705754,6,0
"NERSC/mlperf-hpc",3182040,0,0
"NERSC/mlperf-prof",92244292,3,0
"NERSC/nccl-ofi-plugin",2658813,0,0
"NERSC/nersc-flask-starter",175099957,1,1
"NERSC/nersc-latex-presentation",147297306,1,2
"NERSC/nersc-ml-images",5569354,1,2
"NERSC/nersc-nvidia-ai4sci",12499845,1,2
"NERSC/nersc-python-bench",189466491,0,3
"NERSC/nersc-refresh-announcements",9063446,2,3
"NERSC/nersc-tensorboard-helper",73252014,2,1
"NERSC/nersc-tf-tests",6282007,0,1
"NERSC/nerscspawner",136327257,1,3
"NERSC/nersc_sdn",38689406,0,0
"NERSC/new-user-training-notebooks",175100191,3,1
"NERSC/newt-2.0",122498633,11,3
"NERSC/object-store",144285014,6,1
"NERSC/oidcauthenticator",37817783,0,1
"NERSC/pam_mfa",181765368,2,0
"NERSC/Perlmutter_Training_Jan2022",47350105,2,0
"NERSC/PetitionErrorHandler",43015034,0,1
"NERSC/podman-hpc",1904654,15,3
"NERSC/pydap",223935421,0,0
"NERSC/pyFF",41795412,0,0
"NERSC/pynamic",190162198,0,0
"NERSC/pyprob",147918316,1,1
"NERSC/pytokio",35843511,22,4
"NERSC/pytorch-examples",14080229,21,7
"NERSC/QENESAP",187825326,2,3
"NERSC/qpredict",224427484,1,0
"NERSC/rstudio-deploy",95798846,1,1
"NERSC/sc18-dl-tutorial",146749279,12,3
"NERSC/sc19-dl-tutorial",114580943,18,13
"NERSC/sc20-dl-tutorial",83765944,21,7
"NERSC/sc21-dl-tutorial",12466553,23,12
"NERSC/SC21-NERSC-NRE-paper",58997896,0,1
"NERSC/sc22-canopie-hpc-benchmarks",12473787,1,1
"NERSC/sc22-dl-tutorial",20399093,27,8
"NERSC/sfapi_client",160942,5,1
"NERSC/shifter",13445195,343,69
"NERSC/shifter-tools",155743958,1,1
"NERSC/Shifter-Tutorial",139275853,26,8
"NERSC/slurm-helpers",70329553,2,1
"NERSC/slurm-magic",105924594,65,12
"NERSC/slurm-ray-cluster",12465079,33,15
"NERSC/slurm_tf_helper",193854807,0,0
"NERSC/smwflow",147656681,3,0
"NERSC/SMWG-reference-arch",152660800,2,0
"NERSC/spack",13622895,4,3
"NERSC/spack-infrastructure",600979,8,5
"NERSC/spin-docker-compose-example",101148438,3,0
"NERSC/spin-flask-demo",173821676,0,3
"NERSC/spin-recipes",73421346,4,3
"NERSC/sshapiauthenticator",129498692,3,3
"NERSC/sshproxy",47231970,1,0
"NERSC/sshspawner",12503197,24,15
"NERSC/tf-perf-kernels",93304531,3,1
"NERSC/timemory",592435,317,35
"NERSC/timemory-tutorials",51756398,16,1
"NERSC/tokio-abc",50281814,0,0
"NERSC/tokio-abcutils",131393692,1,0
"NERSC/tokio-cray",67826076,0,0
"NERSC/train",175048036,6,9
"NERSC/training",264449607,0,1
"NERSC/variable-time-job",90692014,3,0
"NERSC/weekly-emails-temp",41122838,2,2
"NETL-RIC/blosom-releases",73866799,1,0
"NETL-RIC/Carbon-Storage-Distillation-NLP--Release",58742169,0,0
"NETL-RIC/csil-releases",103588034,0,0
"NETL-RIC/OffshoreCO2StorageCalculator-releases",101600996,2,0
"NETL-RIC/PDFtoImage",96245868,0,0
"NETL-RIC/URC-Assessment-Method",686026,0,0
"neuronsimulator/nrn",71577,304,110
"neutronimaging/python_notebooks",165862,6,6
"neutrons/addie",777132,6,5
"neutrons/crystalplan",60492201,3,3
"neutrons/pyvdrive",89674516,2,0
"neutrons/refred",1112361,3,5
"NewportDataPortal/RIGIS-wind-speed-estimates",191152733,0,0
"nexusformat/definitions",956499,22,45
"ngeet/fates",82122,84,84
"ngeet/fates-release",160083978,11,12
"NGSolve/Talk-LLNL",8303985,1,0
"nhejazi/2018-05-03-LBNL",163627520,1,1
"nickissa/Pointcloud-Object-Detection-Using-Mask-RCNN",11150481,0,0
"nickjmeyer/pres-pnnl",186280840,0,0
"nickwg03/AZGoesSolar",140645241,0,0
"nicnik/swcPNNL",242177268,0,0
"nikea/xray-vision",45607175,5,13
"nikhil-twinsparkqu/openucx",41333922,0,0
"nikitinvv/txmoptics",13022188,0,1
"nimalec/spin_orbit_qubit_design_pack",89246153,1,1
"nimblesm/nimblesm",77272,26,10
"niuaard/fast",147733149,1,1
"nmehndir/Silver-Sputtering",49072929,0,0
"nmishra459/PPPL-Self-Gravitating-Systems-Research",71881684,1,0
"nmz787/ProteinShop",308909639,3,0
"nneveu/awa-tba",135200970,1,2
"nnmrec/full-scale-model-MHK",280843088,1,0
"nomorefood/putty-cac",5372374,383,39
"novadiscovery/hmatrix-sundials",11059370,2,2
"NREL/a2e2g",14765192,0,0
"NREL/ABSiCE",236645,6,1
"NREL/aces_investigator",182633640,1,0
"NREL/adaptive-splines",9250661,1,0
"NREL/AEflow",3701051,8,1
"NREL/AESD",122311187,1,0
"NREL/AI-Batt-OS",56520674,0,4
"NREL/AirflowNetwork",123975249,2,3
"NREL/alfabet",23503136,42,14
"NREL/alfalfa",769074,30,10
"NREL/alfalfa-action",22462428,0,0
"NREL/alfalfa-bacnet-bridge",2598667,0,0
"NREL/alfalfa-client",762370,1,1
"NREL/alfalfa-dependencies",3019882,0,0
"NREL/alfalfa-helm",2408461,0,1
"NREL/alfalfa-notebooks",4833604,1,0
"NREL/api-umbrella",2076231,1904,337
"NREL/api-umbrella-config",228148007,2,4
"NREL/api-umbrella-cookbook",29211257,1,2
"NREL/api-umbrella-gatekeeper",228148003,23,13
"NREL/api-umbrella-router",228148009,9,9
"NREL/api-umbrella-static-site",17745247,5,11
"NREL/api-umbrella-web",228148001,22,10
"NREL/api.ml.nrel.gov",7428453,0,0
"NREL/ATHENA-aspires",84907007,2,1
"NREL/ATHENA-bus",85960471,1,1
"NREL/ATHENA-forecast",62548926,3,2
"NREL/ATHENA-sumo",85546885,2,1
"NREL/autoBW",1804004,0,0
"NREL/BACnet",230601592,24,7
"NREL/BACnet-state",232650795,6,3
"NREL/BAR_Designs",8193015,1,3
"NREL/BatFinder_Smart_Video_BioFilter",11730013,2,0
"NREL/battery_capacity_from_eis",3690664,11,1
"NREL/bcl-gem",5782678,2,4
"NREL/BDEM",1982907,4,0
"NREL/bedrock",115068348,0,0
"NREL/BEEAM",1883221,5,3
"NREL/BESTEST-GSR",5140817,5,2
"NREL/BESTEST-GSR-ARCHIVE",59624186,12,5
"NREL/bewley",62537754,1,3
"NREL/bifacialvf",8016510,23,16
"NREL/bifacial_radiance",847740,66,44
"NREL/bioluc",210046573,3,3
"NREL/BioproductTransitionDynamics",83816633,1,0
"NREL/BLAST-Lite",4475902,5,2
"NREL/block-random",137020374,4,2
"NREL/bokeh-streaming",103421119,3,1
"NREL/bootstrap-slider",141256151,0,0
"NREL/bootstrap_eere_app",86556240,0,0
"NREL/boptest-dashboard",858289,2,0
"NREL/boptest-service",947110,0,1
"NREL/bower-URBANopt-ol-cesium",188269713,0,1
"NREL/bricr",18151338,5,3
"NREL/bsm-learning",160533435,1,1
"NREL/bsm-public",2999631,2,3
"NREL/BuildingMOTIF",504504,26,5
"NREL/BuildingsBench",169823,2,1
"NREL/BuildingStandardsData",76529442,4,1
"NREL/buildstock-projections-docs",182497,0,0
"NREL/buildstockbatch",1919767,14,9
"NREL/buspy",173295636,6,3
"NREL/BUTTER-Better-Understanding-of-Training-Topologies-through-Empirical-Results",33342048,1,0
"NREL/BUTTER-Empirical-Deep-Learning-Experimental-Framework",1797569,5,1
"NREL/Caltalyst-Layer-Crack-Detector-CLCD",71431482,0,0
"NREL/CampusEnergyModeling",249438416,18,6
"NREL/CapacityCredit.jl",101519177,2,2
"NREL/capistrano_nrel_ext",197937324,3,3
"NREL/catcost-data-tools",32880850,5,1
"NREL/catcost-docs",55893095,3,0
"NREL/celavi",24197488,2,2
"NREL/CEWAM",55801473,2,1
"NREL/cheeta-clip",38084578,3,0
"NREL/chef-repo",361657991,6,1
"NREL/ciff",20737131,0,0
"NREL/cloud-tools",12949883,0,0
"NREL/cloud_fs",48734232,0,0
"NREL/CLT-LCA-Tool",18278730,0,0
"NREL/clustering-analysis-domain-agnostic-features-2018",60722852,0,0
"NREL/CO2ROpt",40532156,0,0
"NREL/cod",119322301,0,0
"NREL/CombIgor",52343273,4,1
"NREL/communications-project",98926789,0,1
"NREL/composer-patches",132807757,0,0
"NREL/ComStock",63662232,15,5
"NREL/ComStock.github.io",338404,0,2
"NREL/conan-openstudio-ruby",11815375,2,3
"NREL/ConductorIdentification",44230887,0,0
"NREL/connected-community",24187763,0,0
"NREL/cooptima-co-optimizer",148222535,0,1
"NREL/CORAL",2986299,0,0
"NREL/cpd-batch-upload",24439663,0,0
"NREL/cpd-docs",47165940,1,0
"NREL/CryptoConfig",59881677,4,3
"NREL/CSG-public",116818719,1,2
"NREL/daft",122317203,1,0
"NREL/DAKOTA_plugin",230689281,4,17
"NREL/dam",181519429,2,0
"NREL/dam-project",182810535,0,0
"NREL/dao-tk",80074959,5,4
"NREL/DC2AC",37500198,1,0
"NREL/deep-image-prior-cfd",95030072,7,3
"NREL/dencity-gem",208038437,0,1
"NREL/dencity-scripts",234639991,0,1
"NREL/dencity-web",17776395,4,1
"NREL/densegranFoam",45011254,5,0
"NREL/DER-Dispatch",32890374,4,1
"NREL/developer.nrel.gov",391309,40,34
"NREL/DG2",107824392,6,0
"NREL/dgen",1205206,49,97
"NREL/dgen_globetrotter",81812975,0,1
"NREL/disco",342734,3,2
"NREL/ditto",692177,55,33
"NREL/diversity_SR",48038121,4,0
"NREL/docker-energyplus",24350871,12,12
"NREL/docker-openstudio",1460807,19,12
"NREL/docker-openstudio-jupyter",623152,1,1
"NREL/docker-openstudio-r",34206392,1,0
"NREL/docker-openstudio-rnotebook",101854162,0,1
"NREL/docker-ubuntu-jmodelica",107647392,0,0
"NREL/docker4drupal",108513668,0,0
"NREL/DRC-Uptower-Measurements",149082565,0,0
"NREL/drupal",192467365,0,0
"NREL/drupal-ecleds-enter",99266495,0,1
"NREL/drupal-nginx",147311743,0,0
"NREL/drupal-php",163986553,0,0
"NREL/drupal-vm",58217241,0,0
"NREL/dss-cosim",63846096,0,1
"NREL/DSS-SimPy-RL",5188120,4,0
"NREL/DSS2ePHASOR",144004150,1,4
"NREL/dw-tap-api",21522443,0,0
"NREL/dw-tap-app",78825179,0,0
"NREL/dw-tap-demo",58224258,0,0
"NREL/dwind",27297304,2,0
"NREL/dynamo",132448232,33,13
"NREL/E-Queue-HPC",1900735,2,0
"NREL/eagle-jobs",660995,2,0
"NREL/edv_synthetic_smart_meter_data",45078529,1,0
"NREL/eere-app-template",52630750,2,0
"NREL/eere-appliance-calculon",220918047,1,1
"NREL/EERE-Application-Template-Bootstrap-5",48457907,0,0
"NREL/eere-eti-mapbox",83205148,0,2
"NREL/eere-eti-pacific-mapbox",252377149,0,1
"NREL/eere-femp-td-casestudies",220917346,1,1
"NREL/eere-govdelivery-subscription-api",234414888,0,1
"NREL/eere-ie-projects-map",58661787,0,5
"NREL/eere_app_bootstrap",3175250,0,0
"NREL/eere_app_custom",63600227,0,0
"NREL/eere_app_module",49338617,0,0
"NREL/EFFORT",58046867,0,0
"NREL/electrolyzer",2144744,11,11
"NREL/EMeRGE",2076344,8,3
"NREL/EMIS-Data",86665643,1,1
"NREL/EMISAgentSimulation.jl",3011011,4,1
"NREL/EMISApproximateEquilibrium.jl",84767188,2,1
"NREL/EMISCompetitiveEquilibrium.jl",86648935,2,1
"NREL/EnergyIntensityIndicators",42682363,7,2
"NREL/EnergyPlus",77682,891,341
"NREL/energyplus-web-gh",4323251,0,1
"NREL/EnergyPlusBuildResults",1184574,4,2
"NREL/EnergyPlusBuildSupport",217737681,5,3
"NREL/EnergyPlusRegressionTool",3010625,9,11
"NREL/EnergyPlusRelease",124766334,27,16
"NREL/EnergyPlusValidationReports",255834376,3,5
"NREL/engage",151865,3,1
"NREL/eom-project",182810490,0,0
"NREL/EP-Launch",2144863,7,3
"NREL/eplusout",96318258,1,0
"NREL/EPXMLPreprocessor",104291434,2,1
"NREL/erad",1200676,1,0
"NREL/ESIFHPC2",96834362,2,3
"NREL/ESIFHPC3",75332662,3,3
"NREL/EULP.github.io",71708312,0,0
"NREL/EVI-OnDemand",49924702,5,4
"NREL/EVI-Pro-Lite",75686727,6,2
"NREL/EVOLVE",1983842,2,3
"NREL/EVVE",3193305,0,0
"NREL/Exagoop",3290824,1,0
"NREL/example-drops-8-composer",197178269,0,1
"NREL/execjs",88908689,0,0
"NREL/farms",7265969,5,3
"NREL/fastsim",159396,4,1
"NREL/FDD-RTU",24370281,0,0
"NREL/FEDIS",26964464,0,0
"NREL/feedstock_machine_vision",80522052,1,0
"NREL/FESTIV_MODEL",26701465,6,8
"NREL/fhwa-streetlight-aadt-validation",58828928,1,1
"NREL/FIB-SEM-EBSD-particle-scale-analysis",96255596,0,0
"NREL/flasc",158205,16,9
"NREL/flasc_cookiecutter_template",203412,1,2
"NREL/flickrapi",121219232,0,0
"NREL/floorspace.js",18342325,59,32
"NREL/floris",152604,144,121
"NREL/FORCE",14597151,0,1
"NREL/fpeam",27227622,2,1
"NREL/fpv_technical_potential",157251053,2,1
"NREL/G2Aero",4413701,4,0
"NREL/GANISP",48038007,2,0
"NREL/gaps",1274992,0,0
"NREL/gbxml-to-openstudio",3285486,3,2
"NREL/gdx-pandas",5100351,40,16
"NREL/GEAR-SCouP",69285274,0,0
"NREL/GEOPHIRES-v2",1354930,34,22
"NREL/geothermal_osr",44749298,1,0
"NREL/GHGRP-for-Energy",5151517,4,2
"NREL/GhpGhx.jl",2075568,1,0
"NREL/glm",7514421,4,2
"NREL/glmgen",203886284,2,4
"NREL/gradeit",9829826,1,1
"NREL/graph-env",1377664,20,3
"NREL/grapinator",6220409,0,0
"NREL/Grid-Forecasting",32897820,2,1
"NREL/gridlab-d",171237963,0,1
"NREL/h5plexos",47243465,5,1
"NREL/H5PLEXOS.jl",36371898,4,2
"NREL/HALOS",8022463,2,2
"NREL/HARP_Opt",75687479,14,15
"NREL/hasty",19956160,9,0
"NREL/haystack_ruby",9730772,2,2
"NREL/hdev-depot-charging-2021",64444823,6,3
"NREL/HDTADA",1980185,0,0
"NREL/hescore-hpxml",1471200,18,4
"NREL/hive",1820227,17,9
"NREL/HOPP",158196,15,32
"NREL/HPC",590390,73,57
"NREL/hpxml2reso",242788460,0,1
"NREL/hpxml_version_translator",13633894,1,1
"NREL/hsds-examples",40250685,73,40
"NREL/hsds-viz",45100124,16,7
"NREL/htem-api-examples",168510090,5,4
"NREL/human-metrics-explore",44133305,1,0
"NREL/HumidityImpacts",41378446,2,0
"NREL/HVACResourceMap",5088674,0,1
"NREL/hvac_resources",35148122,3,1
"NREL/hybrid-rl-mpc4clr",21854249,7,1
"NREL/HybridBOSSE",63852445,1,1
"NREL/HydroChrono",611052,4,5
"NREL/HystepAnalysis",234286796,0,1
"NREL/IBSL",55307759,0,0
"NREL/ie-data-collection-animation",225151973,0,1
"NREL/ie-techassistance-matrix",260738228,0,1
"NREL/iiESI.org",161812477,1,2
"NREL/incubatenergy.org",240370988,0,1
"NREL/Industrial-Heat-Demand-Analysis",150740256,3,3
